brm	original
b_county_slope_county_idx_z_flat.102	beta_raw.102
b_county_slope_county_idx_z_flat.103	beta_raw.103
b_county_slope_county_idx_z_flat.104	beta_raw.104
b_county_slope_county_idx_z_flat.105	beta_raw.105
b_county_slope_county_idx_z_flat.106	beta_raw.106
b_county_slope_county_idx_z_flat.107	beta_raw.107
b_county_slope_county_idx_z_flat.108	beta_raw.108
b_county_slope_county_idx_z_flat.109	beta_raw.109
b_county_slope_county_idx_z_flat.110	beta_raw.110
b_county_slope_county_idx_z_flat.111	beta_raw.111
b_county_slope_county_idx_z_flat.112	beta_raw.112
b_county_slope_county_idx_z_flat.113	beta_raw.113
b_county_slope_county_idx_z_flat.114	beta_raw.114
b_county_slope_county_idx_z_flat.115	beta_raw.115
b_county_slope_county_idx_z_flat.116	beta_raw.116
b_county_slope_county_idx_z_flat.117	beta_raw.117
b_county_slope_county_idx_z_flat.118	beta_raw.118
b_county_slope_county_idx_z_flat.119	beta_raw.119
b_county_slope_county_idx_z_flat.120	beta_raw.120
b_county_slope_county_idx_z_flat.121	beta_raw.121
b_county_slope_county_idx_z_flat.122	beta_raw.122
b_county_slope_county_idx_z_flat.123	beta_raw.123
b_county_slope_county_idx_z_flat.124	beta_raw.124
b_county_slope_county_idx_z_flat.125	beta_raw.125
b_county_slope_county_idx_z_flat.126	beta_raw.126
b_county_slope_county_idx_z_flat.127	beta_raw.127
b_county_slope_county_idx_z_flat.128	beta_raw.128
b_county_slope_county_idx_z_flat.129	beta_raw.129
b_county_slope_county_idx_z_flat.130	beta_raw.130
b_county_slope_county_idx_z_flat.131	beta_raw.131
b_county_slope_county_idx_z_flat.132	beta_raw.132
b_county_slope_county_idx_z_flat.133	beta_raw.133
b_county_slope_county_idx_z_flat.134	beta_raw.134
b_county_slope_county_idx_z_flat.135	beta_raw.135
b_county_slope_county_idx_z_flat.136	beta_raw.136
b_county_slope_county_idx_z_flat.137	beta_raw.137
b_county_slope_county_idx_z_flat.138	beta_raw.138
b_county_slope_county_idx_z_flat.139	beta_raw.139
b_county_slope_county_idx_z_flat.140	beta_raw.140
b_county_slope_county_idx_z_flat.141	beta_raw.141
b_county_slope_county_idx_z_flat.142	beta_raw.142
b_county_slope_county_idx_z_flat.143	beta_raw.143
b_county_slope_county_idx_z_flat.144	beta_raw.144
b_county_slope_county_idx_z_flat.145	beta_raw.145
b_county_slope_county_idx_z_flat.146	beta_raw.146
b_county_slope_county_idx_z_flat.147	beta_raw.147
b_county_slope_county_idx_z_flat.148	beta_raw.148
b_county_slope_county_idx_z_flat.149	beta_raw.149
b_county_slope_county_idx_z_flat.150	beta_raw.150
b_county_slope_county_idx_z_flat.151	beta_raw.151
b_county_slope_county_idx_z_flat.152	beta_raw.152
b_county_slope_county_idx_z_flat.153	beta_raw.153
b_county_slope_county_idx_z_flat.154	beta_raw.154
b_county_slope_county_idx_z_flat.155	beta_raw.155
b_county_slope_county_idx_z_flat.156	beta_raw.156
b_county_slope_county_idx_z_flat.157	beta_raw.157
b_county_slope_county_idx_z_flat.158	beta_raw.158
b_county_slope_county_idx_z_flat.159	beta_raw.159
b_county_slope_county_idx_z_flat.160	beta_raw.160
b_county_slope_county_idx_z_flat.161	beta_raw.161
b_county_slope_county_idx_z_flat.162	beta_raw.162
b_county_slope_county_idx_z_flat.163	beta_raw.163
b_county_slope_county_idx_z_flat.164	beta_raw.164
b_county_slope_county_idx_z_flat.165	beta_raw.165
b_county_slope_county_idx_z_flat.166	beta_raw.166
b_county_slope_county_idx_z_flat.167	beta_raw.167
b_county_slope_county_idx_z_flat.168	beta_raw.168
b_county_slope_county_idx_z_flat.169	beta_raw.169
b_county_slope_county_idx_z_flat.170	beta_raw.170
b_county_slope_county_idx_z_flat.171	beta_raw.171
b_county_slope_county_idx_z_flat.172	beta_raw.172
b_county_slope_county_idx_z_flat.173	beta_raw.173
b_county_slope_county_idx_z_flat.174	beta_raw.174
b_county_slope_county_idx_z_flat.175	beta_raw.175
b_county_slope_county_idx_z_flat.176	beta_raw.176
b_county_slope_county_idx_z_flat.177	beta_raw.177
b_county_slope_county_idx_z_flat.178	beta_raw.178
b_county_slope_county_idx_z_flat.179	beta_raw.179
b_county_slope_county_idx_z_flat.180	beta_raw.180
b_county_slope_county_idx_z_flat.181	beta_raw.181
b_county_slope_county_idx_z_flat.182	beta_raw.182
b_county_slope_county_idx_z_flat.183	beta_raw.183
b_county_slope_county_idx_z_flat.184	beta_raw.184
b_county_slope_county_idx_z_flat.185	beta_raw.185
b_county_slope_county_idx_z_flat.186	beta_raw.186
b_county_slope_county_idx_z_flat.187	beta_raw.187
b_county_slope_county_idx_z_flat.188	beta_raw.188
b_county_slope_county_idx_z_flat.189	beta_raw.189
b_county_slope_county_idx_z_flat.190	beta_raw.190
b_county_slope_county_idx_z_flat.191	beta_raw.191
b_county_slope_county_idx_z_flat.192	beta_raw.192
b_county_slope_county_idx_z_flat.193	beta_raw.193
b_county_slope_county_idx_z_flat.194	beta_raw.194
b_county_slope_county_idx_z_flat.195	beta_raw.195
b_county_slope_county_idx_z_flat.196	beta_raw.196
b_county_slope_county_idx_z_flat.197	beta_raw.197
b_county_slope_county_idx_z_flat.198	beta_raw.198
b_county_slope_county_idx_z_flat.199	beta_raw.199
b_county_slope_county_idx_z_flat.200	beta_raw.200
b_county_slope_county_idx_z_flat.201	beta_raw.201
b_county_slope_county_idx_z_flat.202	beta_raw.202
b_county_slope_county_idx_z_flat.203	beta_raw.203
b_county_slope_county_idx_z_flat.204	beta_raw.204
b_county_slope_county_idx_z_flat.205	beta_raw.205
b_county_slope_county_idx_z_flat.206	beta_raw.206
b_county_slope_county_idx_z_flat.207	beta_raw.207
b_county_slope_county_idx_z_flat.208	beta_raw.208
b_county_slope_county_idx_z_flat.209	beta_raw.209
b_county_slope_county_idx_z_flat.210	beta_raw.210
b_county_slope_county_idx_z_flat.211	beta_raw.211
b_county_slope_county_idx_z_flat.212	beta_raw.212
b_county_slope_county_idx_z_flat.213	beta_raw.213
b_county_slope_county_idx_z_flat.214	beta_raw.214
b_county_slope_county_idx_z_flat.215	beta_raw.215
b_county_slope_county_idx_z_flat.216	beta_raw.216
b_county_slope_county_idx_z_flat.217	beta_raw.217
b_county_slope_county_idx_z_flat.218	beta_raw.218
b_county_slope_county_idx_z_flat.219	beta_raw.219
b_county_slope_county_idx_z_flat.220	beta_raw.220
b_county_slope_county_idx_z_flat.221	beta_raw.221
b_county_slope_county_idx_z_flat.222	beta_raw.222
b_county_slope_county_idx_z_flat.223	beta_raw.223
b_county_slope_county_idx_z_flat.224	beta_raw.224
b_county_slope_county_idx_z_flat.225	beta_raw.225
b_county_slope_county_idx_z_flat.226	beta_raw.226
b_county_slope_county_idx_z_flat.227	beta_raw.227
b_county_slope_county_idx_z_flat.228	beta_raw.228
b_county_slope_county_idx_z_flat.229	beta_raw.229
b_county_slope_county_idx_z_flat.230	beta_raw.230
b_county_slope_county_idx_z_flat.231	beta_raw.231
b_county_slope_county_idx_z_flat.232	beta_raw.232
b_county_slope_county_idx_z_flat.233	beta_raw.233
b_county_slope_county_idx_z_flat.234	beta_raw.234
b_county_slope_county_idx_z_flat.235	beta_raw.235
b_county_slope_county_idx_z_flat.236	beta_raw.236
b_county_slope_county_idx_z_flat.237	beta_raw.237
b_county_slope_county_idx_z_flat.238	beta_raw.238
b_county_slope_county_idx_z_flat.239	beta_raw.239
b_county_slope_county_idx_z_flat.240	beta_raw.240
b_county_slope_county_idx_z_flat.241	beta_raw.241
b_county_slope_county_idx_z_flat.242	beta_raw.242
b_county_slope_county_idx_z_flat.243	beta_raw.243
b_county_slope_county_idx_z_flat.244	beta_raw.244
b_county_slope_county_idx_z_flat.245	beta_raw.245
b_county_slope_county_idx_z_flat.246	beta_raw.246
b_county_slope_county_idx_z_flat.247	beta_raw.247
b_county_slope_county_idx_z_flat.248	beta_raw.248
b_county_slope_county_idx_z_flat.249	beta_raw.249
b_county_slope_county_idx_z_flat.250	beta_raw.250
b_county_slope_county_idx_z_flat.251	beta_raw.251
b_county_slope_county_idx_z_flat.252	beta_raw.252
b_county_slope_county_idx_z_flat.253	beta_raw.253
b_county_slope_county_idx_z_flat.254	beta_raw.254
b_county_slope_county_idx_z_flat.255	beta_raw.255
b_county_slope_county_idx_z_flat.256	beta_raw.256
b_county_slope_county_idx_z_flat.257	beta_raw.257
b_county_slope_county_idx_z_flat.258	beta_raw.258
b_county_slope_county_idx_z_flat.259	beta_raw.259
b_county_slope_county_idx_z_flat.260	beta_raw.260
b_county_slope_county_idx_z_flat.261	beta_raw.261
b_county_slope_county_idx_z_flat.262	beta_raw.262
b_county_slope_county_idx_z_flat.263	beta_raw.263
b_county_slope_county_idx_z_flat.264	beta_raw.264
b_county_slope_county_idx_z_flat.265	beta_raw.265
b_county_slope_county_idx_z_flat.266	beta_raw.266
b_county_slope_county_idx_z_flat.267	beta_raw.267
b_county_slope_county_idx_z_flat.268	beta_raw.268
b_county_slope_county_idx_z_flat.269	beta_raw.269
b_county_slope_county_idx_z_flat.270	beta_raw.270
b_county_slope_county_idx_z_flat.271	beta_raw.271
b_county_slope_county_idx_z_flat.272	beta_raw.272
b_county_slope_county_idx_z_flat.273	beta_raw.273
b_county_slope_county_idx_z_flat.274	beta_raw.274
b_county_slope_county_idx_z_flat.275	beta_raw.275
b_county_slope_county_idx_z_flat.276	beta_raw.276
b_county_slope_county_idx_z_flat.277	beta_raw.277
b_county_slope_county_idx_z_flat.278	beta_raw.278
b_county_slope_county_idx_z_flat.279	beta_raw.279
b_county_slope_county_idx_z_flat.280	beta_raw.280
b_county_slope_county_idx_z_flat.281	beta_raw.281
b_county_slope_county_idx_z_flat.282	beta_raw.282
b_county_slope_county_idx_z_flat.283	beta_raw.283
b_county_slope_county_idx_z_flat.284	beta_raw.284
b_county_slope_county_idx_z_flat.285	beta_raw.285
b_county_slope_county_idx_z_flat.286	beta_raw.286
b_county_slope_county_idx_z_flat.287	beta_raw.287
b_county_slope_county_idx_z_flat.288	beta_raw.288
b_county_slope_county_idx_z_flat.289	beta_raw.289
b_county_slope_county_idx_z_flat.290	beta_raw.290
b_county_slope_county_idx_z_flat.291	beta_raw.291
b_county_slope_county_idx_z_flat.292	beta_raw.292
b_county_slope_county_idx_z_flat.293	beta_raw.293
b_county_slope_county_idx_z_flat.294	beta_raw.294
b_county_slope_county_idx_z_flat.295	beta_raw.295
b_county_slope_county_idx_z_flat.296	beta_raw.296
b_county_slope_county_idx_z_flat.297	beta_raw.297
b_county_slope_county_idx_z_flat.298	beta_raw.298
b_county_slope_county_idx_z_flat.299	beta_raw.299
b_county_slope_county_idx_z_flat.300	beta_raw.300
b_county_slope_county_idx_z_flat.301	beta_raw.301
b_county_slope_county_idx_z_flat.302	beta_raw.302
b_county_slope_county_idx_z_flat.303	beta_raw.303
b_county_slope_county_idx_z_flat.304	beta_raw.304
b_county_slope_county_idx_z_flat.305	beta_raw.305
b_county_slope_county_idx_z_flat.306	beta_raw.306
b_county_slope_county_idx_z_flat.307	beta_raw.307
b_county_slope_county_idx_z_flat.308	beta_raw.308
b_county_slope_county_idx_z_flat.309	beta_raw.309
b_county_slope_county_idx_z_flat.310	beta_raw.310
b_county_slope_county_idx_z_flat.311	beta_raw.311
b_county_slope_county_idx_z_flat.312	beta_raw.312
b_county_slope_county_idx_z_flat.313	beta_raw.313
b_county_slope_county_idx_z_flat.314	beta_raw.314
b_county_slope_county_idx_z_flat.315	beta_raw.315
b_county_slope_county_idx_z_flat.316	beta_raw.316
b_county_slope_county_idx_z_flat.317	beta_raw.317
b_county_slope_county_idx_z_flat.318	beta_raw.318
b_county_slope_county_idx_z_flat.319	beta_raw.319
b_county_slope_county_idx_z_flat.320	beta_raw.320
b_county_slope_county_idx_z_flat.321	beta_raw.321
b_county_slope_county_idx_z_flat.322	beta_raw.322
b_county_slope_county_idx_z_flat.323	beta_raw.323
b_county_slope_county_idx_z_flat.324	beta_raw.324
b_county_slope_county_idx_z_flat.325	beta_raw.325
b_county_slope_county_idx_z_flat.326	beta_raw.326
b_county_slope_county_idx_z_flat.327	beta_raw.327
b_county_slope_county_idx_z_flat.328	beta_raw.328
b_county_slope_county_idx_z_flat.329	beta_raw.329
b_county_slope_county_idx_z_flat.330	beta_raw.330
b_county_slope_county_idx_z_flat.331	beta_raw.331
b_county_slope_county_idx_z_flat.332	beta_raw.332
b_county_slope_county_idx_z_flat.333	beta_raw.333
b_county_slope_county_idx_z_flat.334	beta_raw.334
b_county_slope_county_idx_z_flat.335	beta_raw.335
b_county_slope_county_idx_z_flat.336	beta_raw.336
b_county_slope_county_idx_z_flat.337	beta_raw.337
b_county_slope_county_idx_z_flat.338	beta_raw.338
b_county_slope_county_idx_z_flat.339	beta_raw.339
b_county_slope_county_idx_z_flat.340	beta_raw.340
b_county_slope_county_idx_z_flat.341	beta_raw.341
b_county_slope_county_idx_z_flat.342	beta_raw.342
b_county_slope_county_idx_z_flat.343	beta_raw.343
b_county_slope_county_idx_z_flat.344	beta_raw.344
b_county_slope_county_idx_z_flat.345	beta_raw.345
b_county_slope_county_idx_z_flat.346	beta_raw.346
b_county_slope_county_idx_z_flat.347	beta_raw.347
b_county_slope_county_idx_z_flat.348	beta_raw.348
b_county_slope_county_idx_z_flat.349	beta_raw.349
b_county_slope_county_idx_z_flat.350	beta_raw.350
b_county_slope_county_idx_z_flat.351	beta_raw.351
b_county_slope_county_idx_z_flat.352	beta_raw.352
b_county_slope_county_idx_z_flat.353	beta_raw.353
b_county_slope_county_idx_z_flat.354	beta_raw.354
b_county_slope_county_idx_z_flat.355	beta_raw.355
b_county_slope_county_idx_z_flat.356	beta_raw.356
b_county_slope_county_idx_z_flat.357	beta_raw.357
b_county_slope_county_idx_z_flat.358	beta_raw.358
b_county_slope_county_idx_z_flat.359	beta_raw.359
b_county_slope_county_idx_z_flat.360	beta_raw.360
b_county_slope_county_idx_z_flat.361	beta_raw.361
b_county_slope_county_idx_z_flat.362	beta_raw.362
b_county_slope_county_idx_z_flat.363	beta_raw.363
b_county_slope_county_idx_z_flat.364	beta_raw.364
b_county_slope_county_idx_z_flat.365	beta_raw.365
b_county_slope_county_idx_z_flat.366	beta_raw.366
b_county_slope_county_idx_z_flat.367	beta_raw.367
b_county_slope_county_idx_z_flat.368	beta_raw.368
b_county_slope_county_idx_z_flat.369	beta_raw.369
b_county_slope_county_idx_z_flat.370	beta_raw.370
b_county_slope_county_idx_z_flat.371	beta_raw.371
b_county_slope_county_idx_z_flat.372	beta_raw.372
b_county_slope_county_idx_z_flat.373	beta_raw.373
b_county_slope_county_idx_z_flat.374	beta_raw.374
b_county_slope_county_idx_z_flat.375	beta_raw.375
b_county_slope_county_idx_z_flat.376	beta_raw.376
b_county_slope_county_idx_z_flat.377	beta_raw.377
b_county_slope_county_idx_z_flat.378	beta_raw.378
b_county_slope_county_idx_z_flat.379	beta_raw.379
b_county_slope_county_idx_z_flat.380	beta_raw.380
b_county_slope_county_idx_z_flat.381	beta_raw.381
b_county_slope_county_idx_z_flat.382	beta_raw.382
b_county_slope_county_idx_z_flat.383	beta_raw.383
b_county_slope_county_idx_z_flat.384	beta_raw.384
b_county_slope_county_idx_z_flat.385	beta_raw.385
b_county_slope_county_idx_z_flat.386	beta_raw.386
sigma_y	sigma_y
pop_mu_beta_pop.1	mu_alpha
pop_mu_beta_pop.2	mu_beta
