"subj","trial","load","p_size"
710,39,0,5063.57633928571
710,40,4,5390.48262032086
710,41,3,5119.25188679245
710,42,1,5057.37946428571
710,43,4,6047.1309204647
710,44,2,5190.93054318789
710,45,3,5266.00535236396
710,46,0,4951.53571428571
710,47,5,5135.69590382903
710,48,1,5229.79026036644
710,49,5,5574.31700801425
710,50,3,5355.615625
710,51,1,5394.02139037433
710,52,2,6239.13110902256
710,53,0,6774.50845948353
710,54,4,5275.38739946381
710,55,0,5277.42723214286
710,56,2,5831.44839857651
710,57,3,5662.2863514719
710,58,1,4996.37020517395
710,59,4,5312.92362344583
710,60,5,5648.88235294118
710,61,3,5332.72727272727
710,62,0,5475.0835567471
710,63,1,5080.5160284951
710,64,4,5337.91554959785
710,65,5,6007.96434937611
710,66,2,6603.1039250669
710,67,5,7506.2381590706
710,68,1,7117.27491103203
710,69,2,6107.47901785714
710,70,4,5795.51823843416
710,71,0,5789.38269402319
710,72,3,5002.81412639405
710,73,0,5336.81818181818
710,74,3,5244.24176313446
710,75,4,5210.53647686833
710,76,2,5115.57575757576
710,77,1,6007.32754010695
710,78,5,5118.75891265597
710,79,2,5157.57582515611
710,80,3,5086.06632173095
710,81,5,5103.6018683274
710,82,4,5281.58117752007
710,83,0,6210.61576135352
710,84,1,5736.56684491979
710,85,3,5517.52361853832
710,86,5,5043.95973782772
710,87,4,5116.60177777778
710,88,0,5310.18287243533
710,89,2,5048.0008912656
710,90,1,5093.54906333631
710,91,5,5243.52762923351
710,92,0,5710.46253345227
710,93,1,5158.66503122212
710,94,4,5113.0125
710,95,2,5093.99241748439
710,96,3,5933.40791814947
710,97,4,5972.08734402852
710,98,1,6391.43878462913
710,99,3,5374.13737734166
710,100,5,5491.81668153434
710,101,0,4762.29137010676
710,102,2,5148.70071047957
710,103,1,5186.07149240393
710,104,3,5155.55164737311
710,105,4,5235.90880782918
710,106,5,5681.99016979446
710,107,2,6589.10570918822
710,108,0,6030.86577777778
710,109,4,6384.13312555654
710,110,0,6945.34861976848
710,111,1,6774.00177777778
710,112,3,6489.04407836153
710,113,2,6607.5320855615
710,114,5,5690.84416740873
710,115,4,5358.715625
710,116,1,6146.59196428571
710,117,2,5980.41964285714
710,118,0,5980.75668449198
711,1,4,4555.5247148289
711,2,5,4612.96927871772
711,3,0,4036.92702448211
711,4,1,4219.39180765806
711,5,2,4066.85097864769
711,6,3,4335.76981300089
711,7,0,3760.81834372217
711,8,3,4389.47727272727
711,9,4,4126.92571174377
711,10,2,3909.48391674551
711,11,1,4120.45507117438
711,12,5,3938.69350533808
711,13,4,4500.97022222222
711,14,5,4375.21638468388
711,15,2,4094.35516934046
711,16,1,3644.84165923283
711,17,3,3955.87877442274
711,18,0,3714.47026022305
711,19,3,4012.67362344583
711,20,0,3791.80878438332
711,21,5,4085.43495145631
711,22,2,3746.79099821747
711,23,1,3395.6596975089
711,24,4,3901.31983985765
711,25,3,4099.41666666667
711,26,1,3990.38033807829
711,27,5,3872.86153161175
711,28,2,4251.07390917186
711,29,4,4174.88958147818
711,30,0,3747.35046296296
711,31,3,4236.98037466548
711,32,4,4114.0115350488
711,33,5,4256.19644444444
711,34,2,4117.64763603925
711,35,0,3818.07177734375
711,36,1,4081.80676758682
711,37,2,4329.88936781609
711,38,1,3987.77151730257
711,39,3,3900.67054986021
711,40,4,4003.18270944742
711,41,0,4113.83173537872
711,42,5,3809.47727272727
711,43,2,4270.2962633452
711,44,4,3998.46124401914
711,45,5,4179.10303300624
711,46,1,4433.53230472517
711,47,0,3913.36111111111
711,48,3,4247.91763134461
711,49,1,4112.30409617097
711,50,3,4584.98798932384
711,51,2,4659.38169642857
711,52,4,4350.18455743879
711,53,5,4126.44005328597
711,54,0,4067.70391807658
711,55,4,4523.23238180196
711,56,2,4286.478125
711,57,5,3926.59903846154
711,58,3,4162.09492481203
711,59,0,3475.82711111111
711,60,1,3812.37310774711
711,61,2,3936.74289520426
711,62,0,3668.72744721689
711,63,3,3977.28991971454
711,64,1,3387.59528049866
711,65,4,3658.43321460374
711,66,5,4134.99955476402
711,67,2,3957.27139037433
711,68,3,3593.61932324132
711,69,1,3986.27688888889
711,70,4,3671.08852313167
711,71,5,4032.492
711,72,0,3669.39037433155
711,73,3,4070.02580071174
711,74,1,3882.32263814617
711,75,2,3222.34505788068
711,76,4,3503.44964349376
711,77,0,3267.22682709447
711,78,5,3545.0756227758
711,79,3,3666.88133333333
711,80,5,3794.17850799289
711,81,2,3888.06333630687
711,82,0,2869.96358792185
711,83,1,3353.61086375779
711,84,4,3555.17393238434
711,85,2,4374.16295636687
711,86,3,3610.55634427684
711,87,1,4048.51914514693
711,88,0,3149.8321460374
711,89,5,3559.25534759358
711,90,4,3203.90382902939
711,91,2,3704.51556939502
711,92,4,4121.45008912656
711,93,1,3471.52088888889
711,94,5,3992.5637823372
711,95,0,3293.52891459075
711,96,3,4170.83008356546
711,97,4,4089.33525754885
711,98,3,3914.69991095281
711,99,0,3120.91948398577
711,100,2,4251.68198037467
711,101,5,4344.25920679887
711,102,1,3656.61822222222
711,103,5,3838.9750667854
711,104,2,3767.05169340463
711,105,0,3287.36987522282
711,106,3,3598.28412132025
711,107,4,3629.95466666667
711,108,1,3635.63511111111
711,109,4,3986.90497335702
711,110,3,3973.01556939502
711,111,2,4173.45102404274
711,112,1,2979.55966162066
711,113,5,3924.22271517303
711,114,0,4235.87789661319
711,115,3,3664.7803030303
711,116,5,4348.60169491525
711,117,2,3886.01203208556
711,118,0,3508.3018699911
711,119,1,3537.62533333333
711,120,4,4206.24110320285
712,1,1,7854.06921587609
712,2,2,7835.88279857398
712,3,5,7998.95442359249
712,4,3,7659.87688679245
712,5,0,7472.68181818182
712,6,4,7680.74209486166
712,7,3,7528.33914209115
712,8,5,7656.59714795009
712,9,2,7469.16435185185
712,10,4,7630.66369313113
712,11,1,7427.0949197861
712,12,0,7149.20302760463
712,13,1,7447.25467497774
712,14,2,7181.83659839715
712,15,0,7597.7834960071
712,16,5,7635.55031166518
712,17,4,7283.31227758007
712,18,3,7086.39898053753
712,19,5,7554.30871886121
712,20,0,6515.56411398041
712,21,1,7003.54634581105
712,22,4,7164.55842997324
712,23,3,7419.49345794393
712,24,2,7420.48176156584
712,25,5,7379.36464826358
712,26,1,6439.36086529007
712,27,3,7827.92462087422
712,28,4,7494.91385948027
712,29,0,5071.77569258266
712,30,2,7452.78645343368
712,31,4,6779.47417631345
712,32,2,6414.65892857143
712,33,5,7420.16473214286
712,34,3,7378.1945681211
712,35,0,3962.70163618864
712,36,1,6965.86197684773
712,37,5,6634.59739633558
712,38,2,6944.83707865169
712,39,3,7423.80390417036
712,40,1,7473.14803220036
712,41,4,7696.75379125781
712,42,0,7217.75155555556
712,43,2,7247.65770609319
712,44,4,7056.06793960924
712,45,0,3135.50892857143
712,46,1,7443.53561887801
712,47,5,7522.58763345196
712,48,3,4889.05747126437
712,49,1,7484.45098039216
712,50,3,7642.12099644128
712,51,5,7858.53170731707
712,52,0,6197.36375779163
712,53,4,7751.60749330955
712,54,2,7943.94380952381
712,55,0,7032.43354148082
712,56,2,7349.09642521167
712,57,1,7038.12555654497
712,58,4,7222.37619961612
712,59,3,7486.30026690391
712,60,5,7718.33552631579
712,61,1,7325.77911111111
712,62,3,6852.92105263158
712,63,2,7367.24261201144
712,64,0,5453.23080660836
712,65,4,6717.33971504898
712,66,5,7575.40712945591
712,67,2,7784.47553380783
712,68,4,7600.9371657754
712,69,5,7172.28825622776
712,70,3,7701.04980842912
712,71,1,5550.6243315508
712,72,0,4827.78870106762
712,73,1,6978.0160284951
712,74,4,7618.11620658949
712,75,5,7058.15876565295
712,76,3,7394.66778202677
712,77,2,7072.16345226615
712,78,0,7433.79252003562
712,79,4,7413.57142857143
712,80,1,7651.50446428571
712,81,3,7054.78202846975
712,82,2,7317.46654772525
712,83,0,7129.83837934105
712,84,5,6699.9373776908
712,85,2,6717.55776515152
712,86,1,7077.04076620825
712,87,5,6738.70758928571
712,88,3,7259.8178984862
712,89,0,4318.04861730598
712,90,4,6851.84075508228
712,91,3,6410.62488083889
712,92,2,7432.92424242424
712,93,0,4351.85587188612
712,94,5,6738.18604651163
712,95,1,6537.92557932264
712,96,4,6193.10424528302
712,97,0,5863.14330079858
712,98,5,6261.67276785714
712,99,2,7105.20391807658
712,100,4,6808.97
712,101,3,7145.74217221135
712,102,1,6120.20625
712,103,0,4930.72164461248
712,104,4,7162.18177777778
712,105,5,7088.33852140078
712,106,2,6047.78685612789
712,107,1,6947.45537428023
712,108,3,7445.12225405922
712,109,1,7448.17408726625
712,110,2,6375.76555246054
712,111,0,6986.54274265361
712,112,4,7315.52896613191
712,113,3,7535.53571428571
712,114,5,7149.30038204394
712,115,3,7365.99554764025
712,116,1,7343.96653919694
712,117,2,7640.47595725735
712,118,4,7317.76912811388
712,119,5,7442.58496732026
712,120,0,7158.24552772809
713,1,3,10265.5880654475
713,2,2,10119.7776292335
713,3,0,9806.54182879377
713,4,4,9927.40480427046
713,5,1,9615.5748362956
713,6,5,9748.00846702317
713,7,0,9286.44913627639
713,8,4,9610.89581478183
713,9,3,9598.98402255639
713,10,1,9896.91362422084
713,11,5,9732.64285714286
713,12,2,9717.44982238011
713,13,4,9474.60856864654
713,14,3,9361.59285714286
713,15,1,9345.13728323699
713,16,5,9297.54634581105
713,17,2,9788.94300979519
713,18,0,8978.39187913126
713,19,1,9403.77807486631
713,20,4,9372.58058771149
713,21,3,9265.75200356189
713,22,2,9515.69839857651
713,23,5,9236.82767857143
713,24,0,8917.97636039251
713,25,2,9479.34032114184
713,26,5,9463.80222222222
713,27,3,9736.94133333333
713,28,0,8386.12967914439
713,29,4,9672.18939393939
713,30,1,9626.18360071301
713,31,4,9486.08377896613
713,32,2,9409.15333333333
713,33,1,9501.4243772242
713,34,0,9081.87354781054
713,35,3,9764.97377777778
713,36,5,9065.88190730838
713,37,2,9453.5922459893
713,38,4,9057.10373998219
713,39,1,9262.036
713,40,0,9354.45102404274
713,41,3,9537.42290552585
713,42,5,9594.51914514693
713,43,1,9259.42506690455
713,44,0,9175.51336898396
713,45,3,9794.47773820125
713,46,4,9366.9389483066
713,47,5,9383.80926916221
713,48,2,9628.84149599288
713,49,3,9518.49466192171
713,50,1,9262.44078361532
713,51,4,9481.66455696203
713,52,2,9729.25379125781
713,53,0,9408.39715048976
713,54,5,9689.41503558719
713,55,0,9249.14323843416
713,56,4,9614.9274911032
713,57,2,9666.03466666667
713,58,5,9223.35057983943
713,59,1,9516.56927175844
713,60,3,9747.82620320856
713,61,4,8296.68343722173
713,62,1,9522.376114082
713,63,3,9401.34444444444
713,64,2,9520.14534336783
713,65,5,9674.1878330373
713,66,0,9056.17249103943
713,67,1,9757.46345811052
713,68,3,9531.49465240642
713,69,0,9192.90187332739
713,70,4,9494.25891265597
713,71,2,9901.0714957667
713,72,5,9207.15017825312
713,73,4,8980.48039215686
713,74,3,9781.28743315508
713,75,1,9616.6203374778
713,76,2,9631.83422459893
713,77,5,10039.252228164
713,78,0,9278.67627599244
713,79,3,9388.09001782531
713,80,1,9785.12344582593
713,81,0,9466.2141509434
713,82,5,9653.8174955595
713,83,2,9631.54068627451
713,84,4,9600.18878005343
713,85,0,9537.99031945789
713,86,2,9561.95392156863
713,87,3,9628.28609625668
713,88,1,9661.51247771836
713,89,4,10006.6236654804
713,90,5,9803.01422222222
713,91,0,9467.12900355872
713,92,3,9857.26559714795
713,93,1,9516.58229537367
713,94,4,9613.52807486631
713,95,5,9653.09009812667
713,96,2,9719.71371326803
713,97,0,9360.80916370107
713,98,3,9414.42311111111
713,99,4,9597.81980374666
713,100,5,9325.12511130899
713,101,1,9107.13401602849
713,102,2,9506.67615658363
713,103,3,9217.89741302409
713,104,4,9701.04933333333
713,105,0,9055.32117437722
713,106,2,9337.39964317574
713,107,5,9427.67975022301
713,108,1,9689.28431372549
713,109,2,9574.84017857143
713,110,1,9114.50702247191
713,111,5,9590.69090098127
713,112,3,9468.62176628011
713,113,4,9261.93555555556
713,114,0,8614.85994647636
713,115,2,9648.08815672306
713,116,0,9375.65066666667
713,117,3,9244.39269813001
713,118,1,8945.89422222222
713,119,4,9283.10026737968
713,120,5,9556.65627782725
714,1,3,6500.71400587659
714,2,1,6239.27402135231
714,3,4,6254.8960749331
714,4,0,6214.08556149733
714,5,2,6291.91459074733
714,6,5,6463.74888492417
714,7,4,6217.33586083854
714,8,5,5943.92629107981
714,9,2,5948.1500445236
714,10,1,6053.9707293666
714,11,3,6030.66844444444
714,12,0,5675.50267379679
714,13,5,6021.49377224199
714,14,1,5943.52357651246
714,15,3,5885.89877589454
714,16,4,5874.23686553874
714,17,0,5687.98887900356
714,18,2,5971.67092337918
714,19,1,5808.94563279857
714,20,5,5665.70319432121
714,21,4,5807.46212121212
714,22,0,5190.42023172906
714,23,2,5711.96660730187
714,24,3,5801.03419182949
714,25,1,5619.58740017746
714,26,5,5891.81793960924
714,27,3,5723.5
714,28,0,5008.85079928952
714,29,4,5803.06857976654
714,30,2,5790.68839285714
714,31,0,5359.26844444444
714,32,3,5750.26181980375
714,33,1,5522.15343443354
714,34,2,5756.29545454545
714,35,5,5787.56983985765
714,36,4,6092.94256455922
714,37,2,5840.07948490231
714,38,0,5086.57404103479
714,39,3,5979.80940834142
714,40,4,5365.62555654497
714,41,5,5875.37076648841
714,42,1,5787.83038210624
714,43,5,5775.56450177936
714,44,4,5683.972
714,45,3,5567.9081934847
714,46,1,5650.84594835263
714,47,0,5580.62745098039
714,48,2,5847.22905525847
714,49,0,5367.59090909091
714,50,4,6149.6018683274
714,51,5,5674.98263579697
714,52,1,5643.65953654189
714,53,2,5635.92171481827
714,54,3,5723.51471900089
714,55,2,5674.25869759144
714,56,3,5727.26625111309
714,57,0,5613.16355555556
714,58,4,5818.27167630058
714,59,1,5781.03825622776
714,60,5,5783.28367528992
714,61,1,5970.75511111111
714,62,0,5616.62288512912
714,63,3,5960.04326494202
714,64,2,5878.86509349955
714,65,4,5428.78998073218
714,66,5,5627.55832591273
714,67,0,5483.31367292225
714,68,3,5794.75356506239
714,69,2,5717.08815672306
714,70,4,5658.38101604278
714,71,5,5695.09519572954
714,72,1,6118.92467043315
714,73,3,6030.97504456328
714,74,2,5893.11528150134
714,75,0,5682.39438502674
714,76,4,5789.38601959038
714,77,1,5947.81375358166
714,78,5,6017.4846743295
714,79,3,6015.688
714,80,4,6121.38725490196
714,81,0,5431.62701252236
714,82,5,5638.61398040962
714,83,2,5654.14821428571
714,84,1,5728.20837043633
714,85,5,5659.2504456328
714,86,4,5224.8768956289
714,87,0,5524.15907059875
714,88,2,4974.19590382903
714,89,1,5389.85516934046
714,90,3,5754.03736654804
714,91,4,5747.22296693476
714,92,1,5432.1577540107
714,93,0,5140.05338078292
714,94,5,5755.28463713478
714,95,3,5467.10927743087
714,96,2,5709.84208185053
714,97,0,5170.08303571429
714,98,5,5825.86898395722
714,99,2,5698.72172751558
714,100,3,6024.62544642857
714,101,4,5474.8606411398
714,102,1,5563.52495543672
714,103,0,5672.45729537367
714,104,1,5546.73187108326
714,105,4,5841.75777777778
714,106,3,5698.6512455516
714,107,5,5840.50489759573
714,108,2,5713.97735346359
714,109,3,5882.73039215686
714,110,2,5392.96875
714,111,1,5977.77693677649
714,112,4,6030.05387355298
714,113,5,5845.33586083854
714,114,0,5474.16904549509
714,115,3,6407.37177203918
714,116,1,5860.2192513369
714,117,0,5783.82072953737
714,118,2,5907.76892252894
714,119,4,5890.60071301248
714,120,5,5733.06554307116
715,1,4,6735.81787762906
715,2,1,6607.85801886792
715,3,2,6403.11874386654
715,4,0,6486.18247126437
715,5,3,6817.01830985916
715,6,5,6638.78762243989
715,7,0,6396.29237288136
715,8,2,6480.6632471008
715,9,4,6662.00827653359
715,10,3,6748.36875
715,11,5,6469.42926829268
715,12,1,6607.36473214286
715,13,2,6796.80931372549
715,14,3,6448.5637254902
715,15,0,6249.462700661
715,16,4,6666.91406945681
715,17,1,6817.30019685039
715,18,5,6344.89260249554
715,19,1,6601.85594013096
715,20,0,6528.63324420677
715,21,3,6503.70271580989
715,22,4,6408.6876114082
715,23,5,6576.54069223573
715,24,2,6415.09475088968
715,25,1,6483.44990548204
715,26,2,6635.22123104371
715,27,4,6932.14252336449
715,28,0,6933.65960591133
715,29,5,6902.72088888889
715,30,3,6687.83192090395
715,31,2,7534.99420677362
715,32,3,6930.34676663543
715,33,1,6907.54508928571
715,34,5,6741.7314897413
715,35,0,6144.84215500945
715,36,4,6562.42914438503
715,37,1,6808.38879003559
715,38,2,6656.26817288802
715,39,4,6619.76559714795
715,40,0,7961.62089971884
715,41,5,6567.44335414808
715,42,3,7140.83919843597
715,43,4,6634.05793226382
715,44,3,6659.72217275156
715,45,1,10421.8606321839
715,46,5,6759.73001776199
715,47,0,6517.45825335893
715,48,2,7081.11955555556
715,49,3,8693.39086538462
715,50,5,6399.99367088608
715,51,4,6207.50850661626
715,52,0,6358.78558718861
715,53,2,6477.24610894942
715,54,1,6348.04181494662
715,55,5,6310.83777777778
715,56,0,6091.16852886406
715,57,1,6559.39431616341
715,58,3,6190.43672692674
715,59,4,6213.54679144385
715,60,2,6401.69590382903
715,61,3,6479.97296099291
715,62,4,6258.72212310437
715,63,0,5824.37276785714
715,64,2,6441.9279661017
715,65,1,6382.12834224599
715,66,5,6255.64445438283
715,67,2,5987.10038797284
715,68,1,6189.27807486631
715,69,0,5876.33640776699
715,70,5,6179.96339285714
715,71,3,6067.34697508897
715,72,4,6395.53842459174
715,73,3,6236.22058823529
715,74,0,6343.66074600355
715,75,4,6373.18060498221
715,76,1,6290.90160284951
715,77,2,6434.52092609083
715,78,5,6595.39453499521
715,79,3,6387.62421805183
715,80,1,6552.22136669875
715,81,4,6329.57079252004
715,82,5,6062.49335863378
715,83,2,6242.86666666667
715,84,0,5363.65701668302
715,85,4,6215.20632798574
715,86,5,6043.46705253785
715,87,3,6352.36776491541
715,88,2,6120.3367248062
715,89,1,5991.45681211042
715,90,0,5928.26960784314
715,91,4,6099.35451018429
715,92,5,5792.6589492431
715,93,2,6309.83921933085
715,94,3,6115.29857397504
715,95,0,5788.18625592417
715,96,1,5613.93911111111
715,97,3,6108.10902977906
715,98,0,5710.5013368984
715,99,1,6344.79174484053
715,100,5,6065.29804270463
715,101,4,6145.5940285205
715,102,2,6186.54479065239
715,103,0,6091.76048171276
715,104,2,6286.28819119025
715,105,3,6334.39269813001
715,106,5,6045.59188224799
715,107,1,6030.09660107335
715,108,4,6349.28456439394
715,109,1,6057.29107142857
715,110,4,5970.19412288513
715,111,2,6104.21839622642
715,112,3,6077.74331550802
715,113,0,6142.78717720392
715,114,5,6147.29946524064
715,115,4,6298.38191699605
715,116,5,6139.03339269813
715,117,2,5992.18050373134
715,118,1,5888.64203027605
715,119,3,6091.7541142304
715,120,0,6017.87911111111
716,1,4,6643.85443037975
716,2,2,6579.71624173749
716,3,5,6639.68064228368
716,4,0,6517.87076648841
716,5,1,6067.29566854991
716,6,3,6180.4385026738
716,7,4,6454.65965583174
716,8,1,6107.59022222222
716,9,2,5742.32391713748
716,10,5,6184.97944593387
716,11,0,6245.02526724976
716,12,3,6131.50222816399
716,13,2,6157.05815061964
716,14,3,6205.20695807315
716,15,4,6168.39750445633
716,16,0,6170.69734345351
716,17,1,5801.65491071429
716,18,5,6077.95361284567
716,19,4,6146.16074856046
716,20,0,6502.77276785714
716,21,3,6368.32279608192
716,22,1,6253.80357142857
716,23,2,6052.75754884547
716,24,5,6044.09733333333
716,25,3,6036.58155080214
716,26,5,6270.99643175736
716,27,4,6396.95450490633
716,28,2,6564.05409356725
716,29,0,6614.6500445236
716,30,1,6005.24199288256
716,31,0,5883.01914514693
716,32,4,6190.14879356568
716,33,5,6320.95818505338
716,34,3,6225.45503116652
716,35,2,6293.95807314897
716,36,1,6186.19660411081
716,37,4,6475.22604651163
716,38,2,6394.9585191793
716,39,0,6637.01277013752
716,40,3,6521.73909171861
716,41,5,6529.07130124777
716,42,1,6388.51515151515
716,43,4,6550.93097014925
716,44,3,6687.17098214286
716,45,1,6528.388101983
716,46,0,6128.82740213523
716,47,5,6109.11497326203
716,48,2,6086.8614738806
716,49,4,6387.21122994652
716,50,2,6289.56805019305
716,51,3,6427.98617305977
716,52,1,6255.50401069519
716,53,0,6448.89866666667
716,54,5,6334.43321460374
716,55,1,6404.8303650935
716,56,0,6343.9802631579
716,57,3,6306.93493761141
716,58,4,6540.9451382694
716,59,2,6355.07932263815
716,60,5,6232.28921568627
716,61,3,6010.08726625111
716,62,2,6535.63986354776
716,63,5,6288.72415329768
716,64,4,6349.22537878788
716,65,1,6503.78571428571
717,1,4,8058.06084396467
717,2,3,7926.956
717,3,5,8163.38588007737
717,4,2,7745.96651785714
717,5,0,7240.17988668555
717,6,1,7350.38334817453
717,7,2,7209.31656277827
717,8,5,7575.56188780053
717,9,0,7049.82858546169
717,10,3,7165.82633928571
717,11,4,7380.36842105263
717,12,1,7546.13802315227
717,13,0,5747.40961709706
717,14,1,6807.81326434619
717,15,3,7303.62544483986
717,16,2,6430.36393289842
717,17,5,7192.06016042781
717,18,4,6864.1760228354
717,19,2,6397.12233096085
717,20,5,7775.40018832392
717,21,4,6892.2803030303
717,22,0,6482.23641563394
717,23,1,6481.51787310098
717,24,3,6805.5545625588
717,25,4,6631.09794275492
717,26,1,6014.48729227761
717,27,0,6354.87277580071
717,28,2,7129.76176470588
717,29,5,7801.81177520071
717,30,3,6674.69642857143
717,31,0,6438.99240265907
717,32,5,6158.8140569395
717,33,4,6856.55133079848
717,34,1,7159.19875222816
717,35,2,6632.18622222222
717,36,3,6444.92521572387
717,37,4,7557.38883928571
717,38,1,6476.66637010676
717,39,5,7512.11632453568
717,40,3,6965.0414808207
717,41,2,6604.12064343164
717,42,0,6342.01855375833
717,43,2,6565.02448797863
717,44,3,7110.22103386809
717,45,1,6004.38434163701
717,46,4,7933.62795089707
717,47,0,5692.98798932384
717,48,5,6759.86533333333
717,49,1,6492.08888888889
717,50,4,7140.2508912656
717,51,0,6732.96106362773
717,52,5,6342.10017809439
717,53,2,6049.69660194175
717,54,3,6294.55748663102
717,55,0,6472.0510105871
717,56,2,5745.42444444444
717,57,4,6471.58244206774
717,58,1,4904.70782280867
717,59,5,5198.40605520926
717,60,3,6910.50485908649
717,61,0,6262.844
717,62,4,8443.06881143878
717,63,5,8484.86942959002
717,64,2,8474.74486940298
717,65,3,8469.32902938557
717,66,1,7939.71727515583
717,67,3,8450.52718360071
717,68,4,8597.67959001783
717,69,5,8601.16147686833
717,70,1,8411.95422222222
717,71,2,8445.38201246661
717,72,0,7475.68092691622
717,73,4,8227.04736842105
717,74,0,7517.96307829181
717,75,2,8329.91879131256
717,76,3,8463.83585409253
717,77,1,8076.31179245283
717,78,5,8500.7875
717,79,0,6762.60507569012
717,80,2,8268.25466666667
717,81,5,8030.61067961165
717,82,4,8453.66548358474
717,83,3,7716.68052930057
717,84,1,7699.20035618878
717,85,2,7968.02357651246
717,86,1,7266.99464763604
717,87,4,8026.371875
717,88,0,7699.88112199466
717,89,3,8128.68371886121
717,90,5,8319.68816725979
717,91,2,7837.43571428571
717,92,3,7705.63782337199
717,93,1,8026.7415480427
717,94,4,8167.80776092774
717,95,0,5999.91651865009
717,96,5,7570.03248031496
717,97,3,8025.96883348175
717,98,2,7909.721875
717,99,5,8102.8196794301
717,100,0,7116.47190008921
717,101,1,7493.8367528992
717,102,4,8378.88055062167
717,103,0,7321.27306967985
717,104,1,6952.81383928571
717,105,3,8185.42863514719
717,106,4,8157.00844444444
717,107,2,7534.15627950897
717,108,5,8275.0089047195
717,109,4,7597.72424511545
717,110,2,7903.6659252669
717,111,0,5828.87910028116
717,112,3,7236.00221827862
717,113,5,8203.60455764075
717,114,1,7944.28994360902
717,115,5,8360.63434163701
717,116,1,7669.31951871658
717,117,2,7626.01957295374
717,118,0,7423.80028462998
717,119,4,7828.36331255565
717,120,3,8262.38622222222
718,1,3,8495.5347950429
718,2,4,8497.53947368421
718,3,2,8258.40719360568
718,4,0,7359.76017029328
718,5,1,8232.41792369122
718,6,5,8308.34416195857
718,7,0,6225.93511111111
718,8,5,7803.93466666667
718,9,4,7871.3582787652
718,10,2,7077.68165627783
718,11,3,7865.89829706717
718,12,1,7208.11086375779
718,13,0,6454.85043562439
718,14,2,7526.67067736185
718,15,3,8006.93786407767
718,16,1,7660.00089206066
718,17,5,7976.65572232645
718,18,4,7746.15084294587
718,19,5,7756.93643263757
718,20,4,7004.33807829181
718,21,0,5634.63454198473
718,22,1,6994.8606411398
718,23,3,6892.51272015656
718,24,2,7431.99598214286
718,25,4,7935.33836589698
718,26,1,5890.70903954802
718,27,5,7237.69625334523
718,28,3,7429.89597315436
718,29,0,5725.95677361854
718,30,2,6821.21613190731
718,31,1,6660.43354148082
718,32,5,7735.93131132917
718,33,0,5647.22138836773
718,34,3,7125.06964285714
718,35,4,7897.38670829616
718,36,2,6925.55164319249
718,37,1,6693.55173951829
718,38,4,7759.80018850141
718,39,5,7825.39091718611
718,40,0,5455.89536954586
718,41,2,6327.55916370107
718,42,3,7802.30805243446
718,43,1,7589.95992876224
718,44,5,7755.70703472841
718,45,4,7657.5846585594
718,46,3,7935.00089285714
718,47,0,7530.0116713352
718,48,2,7563.32381801962
718,49,1,6966.9893924783
718,50,2,7764.93288888889
718,51,3,7744.96821631879
718,52,5,7599.27361853832
718,53,0,6869.44402634055
718,54,4,7283.12366548043
718,55,5,7348.72468043265
718,56,2,6897.31183274021
718,57,3,7614.72326203209
718,58,1,6642.65564202335
718,59,0,6015.32384341637
718,60,4,6806.82253384913
718,61,3,7373.02767857143
718,62,1,7413.04896421846
718,63,5,7887.28150134048
718,64,0,5640.40864527629
718,65,4,7021.06589492431
718,66,2,7401.91530317613
718,67,1,6462.58222222222
718,68,3,6836.4651500484
718,69,2,7291.82056990205
718,70,4,7719.76226583408
718,71,5,7789.28367528992
718,72,0,6446.85231316726
718,73,5,7038.20829616414
718,74,2,7201.06913470116
718,75,0,5930.13777777778
718,76,1,5743.72682709447
718,77,4,7327.82071901608
718,78,3,7459.32366071429
718,79,1,5734.17001915709
718,80,2,7293.55155555556
718,81,4,7186.78879310345
718,82,5,7296.97377777778
718,83,0,7104.22723214286
718,84,3,7312.3369462771
718,85,4,7478.60634495085
718,86,3,6366.9715048976
718,87,0,7274.68839285714
718,88,2,6438.43621197252
718,89,5,7633.02321428571
718,90,1,7325.25333926981
718,91,3,7359.74777183601
718,92,4,7481.90065913371
718,93,1,7542.22033898305
718,94,2,7242.22180094787
718,95,5,7288.37989323843
718,96,0,6735.64201762978
718,97,2,7266.84522747547
718,98,4,7506.83199643494
718,99,3,7679.37366548043
718,100,0,6584.62310606061
718,101,5,7033.67615658363
718,102,1,7052.82961641392
718,103,3,7668.81136580707
718,104,2,6769.69223907226
718,105,1,7087.60579710145
718,106,4,7798.72504456328
718,107,5,7248.61442564559
718,108,0,7103.6018683274
718,109,4,7453.19518716578
718,110,1,8036.38725490196
718,111,0,6428.26381461676
718,112,3,7339.02455357143
718,113,2,7260.19028520499
718,114,5,7858.60008896797
718,115,4,7798.70970614426
718,116,3,6603.73095014111
718,117,5,7493.16681534344
718,118,0,6825.48841354724
718,119,1,6459.74643493761
718,120,2,7607.37867975022
719,1,2,10921.3883677298
719,2,0,10651.2475442043
719,4,4,10403.1897674419
719,6,1,10549.1088867188
719,7,2,10563.232858415
719,8,4,10553.2689753321
719,9,3,10744.4853202847
719,10,1,10336.109344894
719,11,5,10733.2946666667
719,12,0,10550.9652255639
719,13,2,10560.0106856634
719,14,1,9957.78314393939
719,15,5,10568.9977738201
719,16,3,10546.4217221135
719,17,0,10622.3514719001
719,18,4,10872.1061776062
719,19,2,10729.3616548043
