subj,trial,load,p_size
709,95,2,4284.5674107142859
709,96,1,4442.3327386262263
709,97,2,4326.765670202507
709,98,3,4179.1211556383969
709,99,0,4013.4786476868326
709,100,4,4224.9990610328641
709,101,1,4196.8882457702584
709,102,5,4286.137132680321
709,103,4,4188.9444444444443
709,104,3,4112.1729055258465
709,105,0,4275.892060660125
709,106,2,3955.0480427046264
709,107,1,4144.3999999999996
709,108,5,4182.5592163846841
709,109,2,4043.1113089937667
709,110,0,4117.9514260249553
709,111,1,4034.4257332071902
709,112,4,4006.3887900355871
709,113,3,4029.2146037399821
709,114,5,3970.8407671721675
709,115,3,4045.7769953051643
709,116,2,3986.7660427807486
709,117,0,3902.3939393939395
709,118,5,4057.2627345844503
709,119,1,3937.3984861976846
709,120,4,4049.527456647399
710,1,4,5429.7039215686273
710,2,0,5130.4040178571431
710,3,5,5498.07595526561
710,5,3,6967.9906311637078
710,6,1,6868.8958147818348
710,7,5,7199.3008928571426
710,8,4,7477.4456838021342
710,9,3,6522.1184327693682
710,10,0,5974.9337524177954
710,11,2,5179.6547725245318
710,12,1,5330.0137900355876
710,13,4,4975.1769162210339
710,14,5,5406.1860576923073
710,15,2,6404.4144385026739
710,16,0,6244.8082191780823
710,17,1,6699.8462566844919
710,18,3,7192.7555555555555
710,19,2,6265.7056338028169
710,20,1,5856.1358792184728
710,21,0,5029.1665116279073
710,22,5,5105.6984359726293
710,23,4,5158.8034759358288
710,24,3,5134.2045240339303
710,25,4,5101.4942067736183
710,26,5,5070.4344335414808
710,27,1,5106.4915178571428
710,28,2,5085.6684491978613
710,29,0,5051.903571428571
710,30,3,5463.8281389136246
710,31,2,5505.1965240641712
710,32,3,5190.8230837789661
710,33,1,4952.125350795136
710,34,5,5010.1672613737737
710,35,0,4981.9883177570091
710,36,4,5081.4424620874215
710,37,5,5092.269155206287
710,38,2,5064.3725490196075
710,39,0,5063.5763392857143
710,40,4,5390.4826203208559
710,41,3,5119.2518867924528
710,42,1,5057.3794642857147
710,43,4,6047.1309204647005
710,44,2,5190.9305431878893
710,45,3,5266.0053523639608
710,46,0,4951.5357142857147
710,47,5,5135.6959038290297
710,48,1,5229.7902603664415
710,49,5,5574.3170080142472
710,50,3,5355.6156250000004
710,51,1,5394.0213903743315
710,52,2,6239.1311090225563
710,53,0,6774.5084594835262
710,54,4,5275.387399463807
710,55,0,5277.4272321428571
710,56,2,5831.4483985765128
710,57,3,5662.2863514719002
710,58,1,4996.3702051739519
710,59,4,5312.9236234458258
710,60,5,5648.8823529411766
710,61,3,5332.727272727273
710,62,0,5475.0835567470958
710,63,1,5080.5160284951025
710,64,4,5337.9155495978548
710,65,5,6007.9643493761141
710,66,2,6603.1039250669046
710,67,5,7506.2381590705991
710,68,1,7117.2749110320283
710,69,2,6107.4790178571429
710,70,4,5795.5182384341633
710,71,0,5789.3826940231938
710,72,3,5002.8141263940524
710,73,0,5336.818181818182
710,74,3,5244.2417631344615
710,75,4,5210.5364768683276
710,76,2,5115.575757575758
710,77,1,6007.3275401069523
710,78,5,5118.7589126559715
710,79,2,5157.575825156111
710,80,3,5086.0663217309502
710,81,5,5103.6018683274024
710,82,4,5281.5811775200709
710,83,0,6210.615761353517
710,84,1,5736.5668449197865
710,85,3,5517.5236185383246
710,86,5,5043.9597378277158
710,87,4,5116.6017777777779
710,88,0,5310.1828724353254
710,89,2,5048.0008912655976
710,90,1,5093.549063336307
710,91,5,5243.527629233512
710,92,0,5710.4625334522743
710,93,1,5158.6650312221227
710,94,4,5113.0124999999998
710,95,2,5093.9924174843891
710,96,3,5933.4079181494662
710,97,4,5972.0873440285204
710,98,1,6391.4387846291329
710,99,3,5374.137377341659
710,100,5,5491.8166815343448
710,101,0,4762.2913701067619
710,102,2,5148.7007104795739
710,103,1,5186.0714924039321
710,104,3,5155.5516473731077
710,105,4,5235.9088078291816
710,106,5,5681.9901697944597
710,107,2,6589.1057091882249
710,108,0,6030.865777777778
710,109,4,6384.1331255565447
710,110,0,6945.348619768477
710,111,1,6774.0017777777775
710,112,3,6489.0440783615313
710,113,2,6607.5320855614973
710,114,5,5690.8441674087262
710,115,4,5358.7156249999998
710,116,1,6146.5919642857143
710,117,2,5980.4196428571431
710,118,0,5980.7566844919784
711,1,4,4555.5247148288972
711,2,5,4612.96927871772
711,3,0,4036.9270244821091
711,4,1,4219.3918076580585
711,5,2,4066.850978647687
711,6,3,4335.7698130008903
711,7,0,3760.8183437221728
711,8,3,4389.477272727273
711,9,4,4126.9257117437719
711,10,2,3909.4839167455061
711,11,1,4120.4550711743768
711,12,5,3938.6935053380785
711,13,4,4500.9702222222222
711,14,5,4375.2163846838821
711,15,2,4094.3551693404634
711,16,1,3644.8416592328276
711,17,3,3955.8787744227352
711,18,0,3714.4702602230482
711,19,3,4012.6736234458258
711,20,0,3791.8087843833187
711,21,5,4085.4349514563105
711,22,2,3746.7909982174688
711,23,1,3395.6596975088969
711,24,4,3901.3198398576515
711,25,3,4099.416666666667
711,26,1,3990.380338078292
711,27,5,3872.8615316117543
711,28,2,4251.0739091718615
711,29,4,4174.8895814781836
711,30,0,3747.3504629629629
711,31,3,4236.980374665477
711,32,4,4114.0115350488022
711,33,5,4256.1964444444448
711,34,2,4117.6476360392508
711,35,0,3818.07177734375
711,36,1,4081.806767586821
711,37,2,4329.8893678160921
711,38,1,3987.7715173025731
711,39,3,3900.670549860205
711,40,4,4003.1827094474152
711,41,0,4113.8317353787152
711,42,5,3809.4772727272725
711,43,2,4270.2962633451962
711,44,4,3998.4612440191386
711,45,5,4179.103033006244
711,46,1,4433.5323047251686
711,47,0,3913.3611111111113
711,48,3,4247.9176313446123
711,49,1,4112.3040961709703
711,50,3,4584.9879893238431
711,51,2,4659.3816964285716
711,52,4,4350.1845574387944
711,53,5,4126.4400532859681
711,54,0,4067.7039180765805
711,55,4,4523.2323818019622
711,56,2,4286.4781249999996
711,57,5,3926.5990384615384
711,58,3,4162.0949248120305
711,59,0,3475.8271111111112
711,60,1,3812.3731077471061
711,61,2,3936.7428952042628
711,62,0,3668.7274472168906
711,63,3,3977.2899197145407
711,64,1,3387.5952804986641
711,65,4,3658.43321460374
711,66,5,4134.9995547640247
711,67,2,3957.2713903743315
711,68,3,3593.6193232413179
711,69,1,3986.2768888888891
711,70,4,3671.0885231316724
711,71,5,4032.4920000000002
711,72,0,3669.3903743315509
711,73,3,4070.0258007117436
711,74,1,3882.3226381461677
711,75,2,3222.3450578806769
711,76,4,3503.449643493761
711,77,0,3267.2268270944742
711,78,5,3545.0756227758006
711,79,3,3666.8813333333333
711,80,5,3794.178507992895
711,81,2,3888.0633363068687
711,82,0,2869.9635879218472
711,83,1,3353.6108637577918
711,84,4,3555.1739323843417
711,85,2,4374.1629563668748
711,86,3,3610.5563442768412
711,87,1,4048.5191451469277
711,88,0,3149.8321460374
711,89,5,3559.2553475935829
711,90,4,3203.9038290293856
711,91,2,3704.5155693950178
711,92,4,4121.4500891265598
711,93,1,3471.5208888888887
711,94,5,3992.563782337199
711,95,0,3293.5289145907473
711,96,3,4170.83008356546
711,97,4,4089.3352575488457
711,98,3,3914.6999109528051
711,99,0,3120.9194839857651
711,100,2,4251.6819803746657
711,101,5,4344.2592067988671
711,102,1,3656.6182222222224
711,103,5,3838.9750667853964
711,104,2,3767.0516934046345
711,105,0,3287.3698752228165
711,106,3,3598.2841213202496
711,107,4,3629.9546666666665
711,108,1,3635.6351111111112
711,109,4,3986.9049733570159
711,110,3,3973.0155693950178
711,111,2,4173.4510240427426
711,112,1,2979.559661620659
711,113,5,3924.2227151730258
711,114,0,4235.8778966131904
711,115,3,3664.780303030303
711,116,5,4348.6016949152545
711,117,2,3886.0120320855617
711,118,0,3508.3018699910954
711,119,1,3537.6253333333334
711,120,4,4206.2411032028467
712,1,1,7854.0692158760894
712,2,2,7835.8827985739754
712,3,5,7998.9544235924932
712,4,3,7659.8768867924528
712,5,0,7472.681818181818
712,6,4,7680.74209486166
712,7,3,7528.339142091153
712,8,5,7656.5971479500895
712,9,2,7469.1643518518522
712,10,4,7630.6636931311332
712,11,1,7427.0949197860964
712,12,0,7149.2030276046307
712,13,1,7447.2546749777384
712,14,2,7181.8365983971507
712,15,0,7597.7834960070986
712,16,5,7635.5503116651826
712,17,4,7283.3122775800712
712,18,3,7086.398980537535
712,19,5,7554.3087188612099
712,20,0,6515.5641139804093
712,21,1,7003.5463458110517
712,22,4,7164.5584299732382
712,23,3,7419.493457943925
712,24,2,7420.4817615658367
712,25,5,7379.3646482635795
712,26,1,6439.3608652900684
712,27,3,7827.9246208742197
712,28,4,7494.9138594802698
712,29,0,5071.7756925826634
712,30,2,7452.7864534336786
712,31,4,6779.4741763134462
712,32,2,6414.658928571429
712,33,5,7420.1647321428572
712,34,3,7378.1945681211046
712,35,0,3962.7016361886431
712,36,1,6965.8619768477292
712,37,5,6634.5973963355837
712,38,2,6944.8370786516853
712,39,3,7423.8039041703641
712,40,1,7473.1480322003581
712,41,4,7696.7537912578055
712,42,0,7217.7515555555556
712,43,2,7247.6577060931895
712,44,4,7056.0679396092364
712,45,0,3135.5089285714284
712,46,1,7443.5356188780052
712,47,5,7522.5876334519571
712,48,3,4889.0574712643675
712,49,1,7484.4509803921565
712,50,3,7642.120996441281
712,51,5,7858.5317073170736
712,52,0,6197.3637577916297
712,53,4,7751.6074933095451
712,54,2,7943.9438095238093
712,55,0,7032.4335414808211
712,56,2,7349.0964252116655
712,57,1,7038.1255565449692
712,58,4,7222.3761996161229
712,59,3,7486.3002669039142
712,60,5,7718.3355263157891
712,61,1,7325.779111111111
712,62,3,6852.9210526315792
712,63,2,7367.2426120114396
712,64,0,5453.2308066083579
712,65,4,6717.3397150489764
712,66,5,7575.4071294559099
712,67,2,7784.4755338078294
712,68,4,7600.9371657754009
712,69,5,7172.2882562277582
712,70,3,7701.0498084291185
712,71,1,5550.6243315508018
712,72,0,4827.7887010676159
712,73,1,6978.0160284951025
712,74,4,7618.1162065894923
712,75,5,7058.1587656529518
712,76,3,7394.6677820267687
712,77,2,7072.1634522661525
712,78,0,7433.7925200356185
712,79,4,7413.5714285714284
712,80,1,7651.5044642857147
712,81,3,7054.7820284697509
712,82,2,7317.4665477252456
712,83,0,7129.8383793410503
712,84,5,6699.9373776908024
712,85,2,6717.557765151515
712,86,1,7077.0407662082516
712,87,5,6738.7075892857147
712,88,3,7259.8178984861979
712,89,0,4318.0486173059771
712,90,4,6851.8407550822849
712,91,3,6410.6248808388946
712,92,2,7432.924242424242
712,93,0,4351.8558718861213
712,94,5,6738.1860465116279
712,95,1,6537.9255793226384
712,96,4,6193.1042452830188
712,97,0,5863.1433007985806
712,98,5,6261.6727678571433
712,99,2,7105.2039180765805
712,100,4,6808.9700000000003
712,101,3,7145.7421722113504
712,102,1,6120.2062500000002
712,103,0,4930.7216446124767
712,104,4,7162.1817777777778
712,105,5,7088.3385214007785
712,106,2,6047.7868561278865
712,107,1,6947.45537428023
712,108,3,7445.1222540592171
712,109,1,7448.1740872662513
712,110,2,6375.7655524605389
712,111,0,6986.5427426536062
712,112,4,7315.5289661319075
712,113,3,7535.5357142857147
712,114,5,7149.3003820439353
712,115,3,7365.9955476402492
712,116,1,7343.9665391969411
712,117,2,7640.4759572573466
712,118,4,7317.7691281138787
712,119,5,7442.5849673202611
712,120,0,7158.245527728086
713,1,3,10265.588065447546
713,2,2,10119.777629233511
713,3,0,9806.5418287937737
713,4,4,9927.4048042704635
713,5,1,9615.5748362956037
713,6,5,9748.0084670231736
713,7,0,9286.4491362763911
713,8,4,9610.8958147818339
713,9,3,9598.9840225563912
713,10,1,9896.9136242208369
713,11,5,9732.6428571428569
713,12,2,9717.4498223801074
713,13,4,9474.6085686465431
713,14,3,9361.5928571428576
713,15,1,9345.1372832369943
713,16,5,9297.5463458110517
713,17,2,9788.9430097951918
713,18,0,8978.3918791312553
713,19,1,9403.7780748663099
713,20,4,9372.5805877114872
713,21,3,9265.7520035618872
713,22,2,9515.6983985765128
713,23,5,9236.8276785714279
713,24,0,8917.9763603925076
713,25,2,9479.3403211418372
713,26,5,9463.8022222222226
713,27,3,9736.9413333333341
713,28,0,8386.1296791443856
713,29,4,9672.189393939394
713,30,1,9626.1836007130132
713,31,4,9486.0837789661327
713,32,2,9409.1533333333336
713,33,1,9501.4243772241989
713,34,0,9081.8735478105446
713,35,3,9764.9737777777773
713,36,5,9065.8819073083778
713,37,2,9453.5922459893045
713,38,4,9057.1037399821907
713,39,1,9262.0360000000001
713,40,0,9354.4510240427426
713,41,3,9537.4229055258475
713,42,5,9594.5191451469273
713,43,1,9259.4250669045487
713,44,0,9175.5133689839568
713,45,3,9794.4777382012471
713,46,4,9366.9389483065952
713,47,5,9383.8092691622096
713,48,2,9628.8414959928759
713,49,3,9518.494661921708
713,50,1,9262.4407836153168
713,51,4,9481.664556962025
713,52,2,9729.2537912578064
713,53,0,9408.39715048976
713,54,5,9689.415035587188
713,55,0,9249.1432384341642
713,56,4,9614.9274911032026
713,57,2,9666.0346666666665
713,58,5,9223.350579839429
713,59,1,9516.569271758437
713,60,3,9747.8262032085568
713,61,4,8296.6834372217272
713,62,1,9522.376114081997
713,63,3,9401.3444444444449
713,64,2,9520.1453433678271
713,65,5,9674.1878330373002
713,66,0,9056.1724910394259
713,67,1,9757.4634581105165
713,68,3,9531.4946524064162
713,69,0,9192.9018733273861
713,70,4,9494.2589126559724
713,71,2,9901.0714957666987
713,72,5,9207.1501782531195
713,73,4,8980.4803921568619
713,74,3,9781.2874331550811
713,75,1,9616.6203374777979
713,76,2,9631.8342245989297
713,77,5,10039.252228163992
713,78,0,9278.6762759924386
713,79,3,9388.0900178253123
713,80,1,9785.1234458259332
713,81,0,9466.2141509433968
713,82,5,9653.8174955595023
713,83,2,9631.5406862745094
713,84,4,9600.1887800534278
713,85,0,9537.9903194578892
713,86,2,9561.9539215686273
713,87,3,9628.2860962566847
713,88,1,9661.512477718361
713,89,4,10006.623665480427
713,90,5,9803.0142222222221
713,91,0,9467.129003558719
713,92,3,9857.2655971479508
713,93,1,9516.5822953736661
713,94,4,9613.5280748663099
713,95,5,9653.0900981266732
713,96,2,9719.7137132680327
713,97,0,9360.8091637010675
713,98,3,9414.4231111111112
713,99,4,9597.8198037466555
713,100,5,9325.1251113089929
713,101,1,9107.1340160284944
713,102,2,9506.6761565836296
713,103,3,9217.8974130240858
713,104,4,9701.0493333333325
713,105,0,9055.3211743772245
713,106,2,9337.3996431757369
713,107,5,9427.6797502230147
713,108,1,9689.2843137254895
713,109,2,9574.8401785714286
713,110,1,9114.5070224719093
713,111,5,9590.6909009812662
713,112,3,9468.6217662801064
713,113,4,9261.9355555555558
713,114,0,8614.8599464763611
713,115,2,9648.0881567230626
713,116,0,9375.6506666666664
713,117,3,9244.3926981300083
713,118,1,8945.8942222222231
713,119,4,9283.1002673796793
713,120,5,9556.6562778272491
714,1,3,6500.7140058765917
714,2,1,6239.274021352313
714,3,4,6254.8960749330954
714,4,0,6214.0855614973261
714,5,2,6291.9145907473312
714,6,5,6463.7488849241745
714,7,4,6217.335860838537
714,8,5,5943.9262910798125
714,9,2,5948.1500445235979
714,10,1,6053.9707293666024
714,11,3,6030.6684444444445
714,12,0,5675.5026737967919
714,13,5,6021.4937722419927
714,14,1,5943.5235765124553
714,15,3,5885.8987758945386
714,16,4,5874.2368655387354
714,17,0,5687.9888790035584
714,18,2,5971.6709233791753
714,19,1,5808.9456327985736
714,20,5,5665.7031943212069
714,21,4,5807.462121212121
714,22,0,5190.4202317290556
714,23,2,5711.9666073018698
714,24,3,5801.0341918294853
714,25,1,5619.5874001774619
714,26,5,5891.8179396092364
714,27,3,5723.5
714,28,0,5008.8507992895202
714,29,4,5803.0685797665374
714,30,2,5790.6883928571433
714,31,0,5359.2684444444449
714,32,3,5750.2618198037462
714,33,1,5522.1534344335414
714,34,2,5756.295454545455
714,35,5,5787.5698398576515
714,36,4,6092.9425645592164
714,37,2,5840.0794849023086
714,38,0,5086.5740410347908
714,39,3,5979.8094083414162
714,40,4,5365.6255565449692
714,41,5,5875.3707664884132
714,42,1,5787.8303821062445
714,43,5,5775.5645017793595
714,44,4,5683.9719999999998
714,45,3,5567.908193484699
714,46,1,5650.8459483526267
714,47,0,5580.6274509803925
714,48,2,5847.2290552584673
714,49,0,5367.590909090909
714,50,4,6149.6018683274024
714,51,5,5674.9826357969723
714,52,1,5643.6595365418898
714,53,2,5635.921714818267
714,54,3,5723.514719000892
714,55,2,5674.2586975914364
714,56,3,5727.2662511130902
714,57,0,5613.1635555555558
714,58,4,5818.2716763005783
714,59,1,5781.0382562277582
714,60,5,5783.2836752899193
714,61,1,5970.7551111111115
714,62,0,5616.622885129118
714,63,3,5960.0432649420163
714,64,2,5878.8650934995549
714,65,4,5428.7899807321774
714,66,5,5627.5583259127334
714,67,0,5483.3136729222524
714,68,3,5794.7535650623886
714,69,2,5717.0881567230635
714,70,4,5658.3810160427811
714,71,5,5695.0951957295374
714,72,1,6118.9246704331454
714,73,3,6030.9750445632799
714,74,2,5893.1152815013402
714,75,0,5682.3943850267378
714,76,4,5789.3860195903826
714,77,1,5947.8137535816622
714,78,5,6017.484674329502
714,79,3,6015.6880000000001
714,80,4,6121.3872549019607
714,81,0,5431.6270125223609
714,82,5,5638.6139804096174
714,83,2,5654.1482142857139
714,84,1,5728.2083704363313
714,85,5,5659.2504456327988
714,86,4,5224.8768956289032
714,87,0,5524.1590705987492
714,88,2,4974.1959038290297
714,89,1,5389.8551693404634
714,90,3,5754.0373665480429
714,91,4,5747.2229669347635
714,92,1,5432.1577540106955
714,93,0,5140.0533807829179
714,94,5,5755.2846371347787
714,95,3,5467.1092774308654
714,96,2,5709.8420818505338
714,97,0,5170.0830357142859
714,98,5,5825.8689839572189
714,99,2,5698.7217275155836
714,100,3,6024.6254464285712
714,101,4,5474.8606411398041
714,102,1,5563.5249554367201
714,103,0,5672.4572953736651
714,104,1,5546.7318710832587
714,105,4,5841.7577777777778
714,106,3,5698.6512455516013
714,107,5,5840.5048975957261
714,108,2,5713.9773534635879
714,109,3,5882.7303921568628
714,110,2,5392.96875
714,111,1,5977.7769367764913
714,112,4,6030.0538735529835
714,113,5,5845.335860838537
714,114,0,5474.169045495094
714,115,3,6407.3717720391805
714,116,1,5860.2192513368982
714,117,0,5783.8207295373668
714,118,2,5907.7689225289405
714,119,4,5890.6007130124781
714,120,5,5733.0655430711613
715,1,4,6735.8178776290633
715,2,1,6607.8580188679243
715,3,2,6403.1187438665356
715,4,0,6486.1824712643675
715,5,3,6817.0183098591551
715,6,5,6638.7876224398933
715,7,0,6396.2923728813557
715,8,2,6480.6632471008024
715,9,4,6662.0082765335928
715,10,3,6748.3687499999996
715,11,5,6469.4292682926825
715,12,1,6607.3647321428571
715,13,2,6796.80931372549
715,14,3,6448.5637254901958
715,15,0,6249.4627006610008
715,16,4,6666.9140694568123
715,17,1,6817.3001968503941
715,18,5,6344.8926024955435
715,19,1,6601.8559401309631
715,20,0,6528.6332442067733
715,21,3,6503.7027158098936
715,22,4,6408.6876114081997
715,23,5,6576.5406922357342
715,24,2,6415.0947508896797
715,25,1,6483.4499054820417
715,26,2,6635.2212310437108
715,27,4,6932.1425233644859
715,28,0,6933.6596059113299
715,29,5,6902.720888888889
715,30,3,6687.8319209039546
715,31,2,7534.9942067736183
715,32,3,6930.3467666354263
715,33,1,6907.5450892857143
715,34,5,6741.7314897413025
715,35,0,6144.8421550094517
715,36,4,6562.429144385027
715,37,1,6808.3887900355876
715,38,2,6656.2681728880161
715,39,4,6619.7655971479498
715,40,0,7961.6208997188378
715,41,5,6567.4433541480821
715,42,3,7140.8391984359723
715,43,4,6634.057932263815
715,44,3,6659.722172751558
715,45,1,10421.860632183909
715,46,5,6759.7300177619891
715,47,0,6517.4582533589255
715,48,2,7081.119555555556
715,49,3,8693.3908653846156
715,50,5,6399.993670886076
715,51,4,6207.5085066162574
715,52,0,6358.7855871886122
715,53,2,6477.2461089494163
715,54,1,6348.0418149466195
715,55,5,6310.8377777777778
715,56,0,6091.1685288640592
715,57,1,6559.3943161634106
715,58,3,6190.4367269267368
715,59,4,6213.5467914438505
715,60,2,6401.6959038290297
715,61,3,6479.9729609929082
715,62,4,6258.7221231043713
715,63,0,5824.3727678571431
715,64,2,6441.9279661016953
715,65,1,6382.1283422459892
715,66,5,6255.6444543828266
715,67,2,5987.1003879728423
715,68,1,6189.2780748663099
715,69,0,5876.3364077669903
715,70,5,6179.9633928571429
715,71,3,6067.3469750889681
715,72,4,6395.5384245917385
715,73,3,6236.2205882352937
715,74,0,6343.660746003552
715,75,4,6373.1806049822062
715,76,1,6290.9016028495098
715,77,2,6434.5209260908277
715,78,5,6595.3945349952064
715,79,3,6387.624218051832
715,80,1,6552.2213666987491
715,81,4,6329.5707925200359
715,82,5,6062.4933586337756
715,83,2,6242.8666666666668
715,84,0,5363.6570166830224
715,85,4,6215.2063279857393
715,86,5,6043.4670525378451
715,87,3,6352.3677649154051
715,88,2,6120.3367248062013
715,89,1,5991.4568121104185
715,90,0,5928.2696078431372
715,91,4,6099.3545101842874
715,92,5,5792.6589492430985
715,93,2,6309.8392193308546
715,94,3,6115.2985739750447
715,95,0,5788.1862559241708
715,96,1,5613.9391111111108
715,97,3,6108.1090297790588
715,98,0,5710.5013368983955
715,99,1,6344.7917448405251
715,100,5,6065.2980427046259
715,101,4,6145.5940285204988
715,102,2,6186.5447906523859
715,103,0,6091.7604817127567
715,104,2,6286.2881911902532
715,105,3,6334.3926981300092
715,106,5,6045.5918822479925
715,107,1,6030.0966010733455
715,108,4,6349.284564393939
715,109,1,6057.2910714285717
715,110,4,5970.1941228851292
715,111,2,6104.2183962264153
715,112,3,6077.7433155080216
715,113,0,6142.787177203918
715,114,5,6147.2994652406414
715,115,4,6298.381916996047
715,116,5,6139.0333926981302
715,117,2,5992.1805037313434
715,118,1,5888.6420302760462
715,119,3,6091.7541142303971
715,120,0,6017.8791111111113
716,1,4,6643.8544303797471
716,2,2,6579.7162417374884
716,3,5,6639.6806422836753
716,4,0,6517.8707664884132
716,5,1,6067.2956685499057
716,6,3,6180.4385026737964
716,7,4,6454.6596558317397
716,8,1,6107.5902222222221
716,9,2,5742.3239171374762
716,10,5,6184.9794459338691
716,11,0,6245.0252672497572
716,12,3,6131.5022281639931
716,13,2,6157.0581506196377
716,14,3,6205.2069580731486
716,15,4,6168.3975044563276
716,16,0,6170.6973434535103
716,17,1,5801.6549107142855
716,18,5,6077.9536128456739
716,19,4,6146.1607485604609
716,20,0,6502.7727678571428
716,21,3,6368.3227960819231
716,22,1,6253.8035714285716
716,23,2,6052.7575488454704
716,24,5,6044.0973333333332
716,25,3,6036.5815508021387
716,26,5,6270.9964317573595
716,27,4,6396.9545049063336
716,28,2,6564.0540935672516
716,29,0,6614.6500445235979
716,30,1,6005.241992882562
716,31,0,5883.0191451469282
716,32,4,6190.1487935656833
716,33,5,6320.9581850533805
716,34,3,6225.455031166518
716,35,2,6293.9580731489741
716,36,1,6186.1966041108135
716,37,4,6475.2260465116278
716,38,2,6394.9585191793039
716,39,0,6637.012770137525
716,40,3,6521.7390917186112
716,41,5,6529.0713012477718
716,42,1,6388.515151515152
716,43,4,6550.9309701492539
716,44,3,6687.1709821428567
716,45,1,6528.3881019830033
716,46,0,6128.8274021352318
716,47,5,6109.1149732620324
716,48,2,6086.8614738805973
716,49,4,6387.2112299465243
716,50,2,6289.5680501930501
716,51,3,6427.9861730597677
716,52,1,6255.5040106951874
716,53,0,6448.8986666666669
716,54,5,6334.4332146037395
716,55,1,6404.8303650934995
716,56,0,6343.980263157895
716,57,3,6306.9349376114078
716,58,4,6540.9451382694024
716,59,2,6355.0793226381466
716,60,5,6232.2892156862745
716,61,3,6010.0872662511129
716,62,2,6535.6398635477581
716,63,5,6288.7241532976823
716,64,4,6349.225378787879
716,65,1,6503.7857142857147
717,1,4,8058.0608439646712
717,2,3,7926.9560000000001
717,3,5,8163.3858800773696
717,4,2,7745.9665178571431
717,5,0,7240.1798866855524
717,6,1,7350.3833481745323
717,7,2,7209.3165627782728
717,8,5,7575.5618878005344
717,9,0,7049.8285854616897
717,10,3,7165.8263392857143
717,11,4,7380.3684210526317
717,12,1,7546.1380231522708
717,13,0,5747.4096170970615
717,14,1,6807.8132643461904
717,15,3,7303.6254448398577
717,16,2,6430.3639328984154
717,17,5,7192.0601604278072
717,18,4,6864.1760228353951
717,19,2,6397.122330960854
717,20,5,7775.4001883239171
717,21,4,6892.280303030303
717,22,0,6482.2364156339372
717,23,1,6481.5178731009828
717,24,3,6805.5545625587956
717,25,4,6631.0979427549191
717,26,1,6014.4872922776149
717,27,0,6354.8727758007117
717,28,2,7129.7617647058823
717,29,5,7801.8117752007138
717,30,3,6674.6964285714284
717,31,0,6438.9924026590697
717,32,5,6158.8140569395018
717,33,4,6856.5513307984793
717,34,1,7159.1987522281643
717,35,2,6632.1862222222226
717,36,3,6444.9252157238734
717,37,4,7557.3888392857143
717,38,1,6476.6663701067619
717,39,5,7512.1163245356793
717,40,3,6965.0414808206961
717,41,2,6604.1206434316355
717,42,0,6342.0185537583257
717,43,2,6565.0244879786287
717,44,3,7110.2210338680925
717,45,1,6004.3843416370109
717,46,4,7933.6279508970729
717,47,0,5692.9879893238431
717,48,5,6759.8653333333332
717,49,1,6492.0888888888885
717,50,4,7140.2508912655976
717,51,0,6732.9610636277303
717,52,5,6342.1001780943898
717,53,2,6049.6966019417478
717,54,3,6294.5574866310162
717,55,0,6472.0510105871026
717,56,2,5745.4244444444448
717,57,4,6471.5824420677363
717,58,1,4904.7078228086712
717,59,5,5198.4060552092606
717,60,3,6910.5048590864917
717,61,0,6262.8440000000001
717,62,4,8443.0688114387849
717,63,5,8484.8694295900186
717,64,2,8474.7448694029845
717,65,3,8469.3290293855734
717,66,1,7939.7172751558328
717,67,3,8450.5271836007123
717,68,4,8597.6795900178258
717,69,5,8601.1614768683266
717,70,1,8411.9542222222226
717,71,2,8445.3820124666072
717,72,0,7475.6809269162213
717,73,4,8227.0473684210519
717,74,0,7517.9630782918148
717,75,2,8329.9187913125588
717,76,3,8463.8358540925274
717,77,1,8076.3117924528306
717,78,5,8500.7875000000004
717,79,0,6762.6050756901159
717,80,2,8268.2546666666658
717,81,5,8030.6106796116501
717,82,4,8453.6654835847385
717,83,3,7716.6805293005673
717,84,1,7699.2003561887805
717,85,2,7968.0235765124553
717,86,1,7266.9946476360392
717,87,4,8026.3718749999998
717,88,0,7699.8811219946574
717,89,3,8128.6837188612099
717,90,5,8319.6881672597865
717,91,2,7837.4357142857143
717,92,3,7705.6378233719897
717,93,1,8026.7415480427044
717,94,4,8167.8077609277434
717,95,0,5999.9165186500886
717,96,5,7570.0324803149606
717,97,3,8025.9688334817456
717,98,2,7909.7218750000002
717,99,5,8102.8196794300984
717,100,0,7116.4719000892064
717,101,1,7493.8367528991976
717,102,4,8378.8805506216704
717,103,0,7321.273069679849
717,104,1,6952.8138392857145
717,105,3,8185.4286351471901
717,106,4,8157.0084444444446
717,107,2,7534.1562795089703
717,108,5,8275.0089047195015
717,109,4,7597.7242451154525
717,110,2,7903.6659252669042
717,111,0,5828.8791002811622
717,112,3,7236.0022182786161
717,113,5,8203.6045576407505
717,114,1,7944.2899436090229
717,115,5,8360.6343416370109
717,116,1,7669.3195187165775
717,117,2,7626.0195729537363
717,118,0,7423.8002846299814
717,119,4,7828.3633125556544
717,120,3,8262.3862222222215
718,1,3,8495.5347950428986
718,2,4,8497.53947368421
718,3,2,8258.4071936056844
718,4,0,7359.7601702932825
718,5,1,8232.417923691215
718,6,5,8308.3441619585683
718,7,0,6225.9351111111109
718,8,5,7803.934666666667
718,9,4,7871.3582787652012
718,10,2,7077.6816562778276
718,11,3,7865.8982970671714
